d_date k k delta_z delta_max_at delta_min_at delta_dewp
2004-07-24 0.974745 0.969976 0.837590398726863 1.3 4 -8
2004-07-25 0.979373 0.972838 0.837590398726863 -1.8 5 -10.3
2004-07-26 0.968754 0.982855 0.837590398726863 -2.2 4.4 -9.9
2004-07-27 0.973266 0.981074 0.837590398726863 -0.799999 3 -9.9
2004-07-28 0.968524 0.98929 0.837590398726863 1.1 4 -8.3
2004-07-29 0.973032 0.970507 0.837590398726863 1.3 3 -8.9
2004-07-30 0.976979 0.974851 0.837590398726863 -1.6 3.7 -7.1
2004-07-31 0.978978 0.974395 0.837590398726863 0.5 2.6 -5.6
2005-07-01 0.990503 0.971855 0.837590398726863 -3.4 0 -5.2
2005-07-02 0.981921 0.972764 0.837590398726863 -2.6 2 -5.8
2005-07-03 0.976946 0.97329 0.837590398726863 -3.9 2.2 -7.9
2005-07-04 0.9814 0.979511 0.837590398726863 -4.6 1.2 -9.1
2005-07-05 0.974748 0.975278 0.837590398726863 -1.9 1 -5.2
2005-07-06 0.979801 0.975185 0.837590398726863 -3.1 2.2 -3.3
2005-07-07 0.981207 0.977405 0.837590398726863 -1.9 1.1 -3.7
2005-07-08 0.981958 0.980601 0.837590398726863 -2.6 0.0999994 -4.5
2005-07-09 0.985067 0.965751 0.837590398726863 -4.4 -1.9 -4.8
2005-07-10 0.986523 0.97534 0.837590398726863 -3.5 -0.599999 -5.7
2005-07-11 0.970388 0.977363 0.837590398726863 -4.3 -1.4 -6.2
2005-07-12 0.963073 0.979232 0.837590398726863 -4 0.299999 -4.7
2005-07-13 0.971695 0.974383 0.837590398726863 -4.3 2 -5.6
2005-07-14 0.972721 0.973591 0.837590398726863 -3.9 1 -5
2005-07-15 0.959002 0.971194 0.837590398726863 -4.4 2.1 -6.1
2005-07-16 0.969998 0.977596 0.837590398726863 -3.6 3.1 -6
2005-07-17 0.972581 0.96782 0.837590398726863 -2.3 2.6 -7.1
2005-07-18 0.968826 0.975546 0.837590398726863 1.3 4.4 -3.8
2005-07-19 0.975888 0.972029 0.837590398726863 0.799999 5.4 -5.2
2005-07-20 0.974923 0.978627 0.837590398726863 -1.4 5.9 -5.6
2005-07-21 0.698839 0.599302 0.837590398726863 0.799999 0.9 -3
2005-07-22 0.978309 0.964686 0.837590398726863 -2.6 5.1 -7.1
2005-07-23 0.983196 0.985136 0.837590398726863 -3.8 6.4 -7.3
2005-07-24 0.979168 0.98643 0.837590398726863 -0.900002 2.3 -10.1
2005-07-25 0.974346 0.98283 0.837590398726863 -4.1 4.5 -9.6
2005-07-26 0.974398 0.974819 0.837590398726863 -0.900002 2.3 -8.3
2005-07-27 0.973601 0.972693 0.837590398726863 -3.7 3.7 -7.6
2005-07-28 0.960708 0.963882 0.837590398726863 -0.0999985 5.8 -7.8
2005-07-29 0.979012 0.968232 0.837590398726863 -0.899998 2.6 -4.5
2005-07-30 0.976794 0.982969 0.837590398726863 -3.8 3.6 -5.4
2005-07-31 0.977802 0.976056 0.837590398726863 -1.6 3 -7.7
2003-07-01 0.968647 0.984071 0.835151998730569 -4.9 -0.5 -5.6
2003-07-02 0.914424 0.920015 0.835151998730569 -4.2 -1.8 -1.1
2003-07-03 0.935128 0.917604 0.835151998730569 -4.6 1.7 -0.3
2003-07-04 0.912657 0.896068 0.835151998730569 -5.3 2.2 -3.8
2003-07-05 0.895523 0.895731 0.835151998730569 -4 -0.799999 -3.1
2003-07-06 0.925237 0.92204 0.835151998730569 -2.6 2.4 -3.4
2003-07-07 0.946276 0.935835 0.835151998730569 -1.5 3.7 -3.7
2003-07-08 0.935295 0.970705 0.835151998730569 -4.3 1.9 -5.1
2003-07-10 0.94076 0.955367 0.835151998730569 -4.7 0.9 -2.5
2003-07-11 0.985946 0.982071 0.835151998730569 -4.3 2 -2.8
2003-07-14 0.966627 0.950828 0.835151998730569 -4.1 -1.3 -6.3
2003-07-15 0.980951 0.96615 0.835151998730569 -4.2 -1 -3
2003-07-16 0.979585 0.968686 0.835151998730569 -3.8 0.9 -4.3
2003-07-17 0.974198 0.975786 0.835151998730569 -3 2.8 -2.9
2003-07-21 0.973104 0.976597 0.835151998730569 -4.5 -0.5 1.4
2003-07-22 0.883255 0.944019 0.835151998730569 -4 2.2 2
2003-07-25 0.933573 0.915703 0.835151998730569 -2.4 3.1 -1.1
2003-07-26 0.971589 0.990161 0.835151998730569 -3.4 1.2 -1.8
2003-07-27 0.976075 0.965545 0.835151998730569 -4 5.5 -1.4
2003-07-28 0.924797 0.982394 0.835151998730569 -4.5 4.6 -0.4
2003-07-29 0.976089 0.95017 0.835151998730569 -1.4 5.4 0.799999
2003-07-30 0.918977 0.50284 0.835151998730569 0.700001 1.8 3
2004-07-01 0.928816 0.954138 0.835151998730569 -3.2 1.4 -0.0999994
2004-07-02 0.888568 0.967251 0.835151998730569 -4.9 0.700001 0.2
2004-07-03 0.920631 0.948403 0.835151998730569 -3.7 2.5 -1.3
2004-07-04 0.977604 0.969151 0.835151998730569 -3.7 4.2 -2.7
2004-07-05 0.980533 0.973059 0.835151998730569 -2.7 2 -2.5
2004-07-06 0.95468 0.975326 0.835151998730569 -2.2 3.9 0.4
2004-07-07 0.966889 0.979451 0.835151998730569 2.3 3.5 0.3
2004-07-08 0.982463 0.980602 0.835151998730569 -0.9 2.5 -0.6
2004-07-09 0.976726 0.939342 0.835151998730569 -0.200001 1.1 1
2004-07-10 0.981343 0.97923 0.835151998730569 -3.8 0.1 -1.9
2004-07-11 0.980865 0.979392 0.835151998730569 -4.1 -0.200001 -2.9
2004-07-12 0.974769 0.980387 0.835151998730569 -3.3 1.9 -3.5
2004-07-13 0.979705 0.979003 0.835151998730569 -2 2.3 -6.1
2004-07-14 0.981058 0.970373 0.835151998730569 -2.5 2.6 -4.9
2004-07-15 0.989286 0.978755 0.835151998730569 -4.9 1.8 -4.9
2004-07-16 0.90337 0.933154 0.835151998730569 -2.1 1.1 -6
2004-07-17 0.962049 0.978226 0.835151998730569 -4 3.6 -4
2004-07-18 0.98202 0.987479 0.835151998730569 -5.4 0.9 -2.5
2004-07-19 0.967787 0.984917 0.835151998730569 -4.8 0.800001 -1.3
2004-07-20 0.976024 0.975948 0.835151998730569 -3.8 -0.200001 0.6
2004-07-21 0.975256 0.982806 0.835151998730569 -3.3 1.6 -1.5
2004-07-22 0.973085 0.974711 0.835151998730569 -3.2 2.8 -2.1
2004-07-23 0.980764 0.982299 0.835151998730569 -0.200001 5.5 -3.3
2004-07-24 0.974745 0.968899 0.835151998730569 0.0999985 4.1 -4.9
2004-07-25 0.979373 0.973763 0.835151998730569 -2.5 4.1 -7.5
2004-07-26 0.968754 0.975774 0.835151998730569 -4.3 2.9 -6.2
2004-07-27 0.973266 0.98118 0.835151998730569 -1.6 3.3 -5.8
2004-07-28 0.968524 0.973577 0.835151998730569 0.700001 4.3 -5.2
2004-07-29 0.973032 0.954779 0.835151998730569 0.1 2.8 -6
2004-07-30 0.976979 0.976828 0.835151998730569 -1.9 3.6 -4.1
2004-07-31 0.978978 0.972255 0.835151998730569 -0.199999 2.4 -3.1
2005-07-01 0.990503 0.980811 0.835151998730569 -5.2 -0.5 -0.9
2005-07-02 0.981921 0.978749 0.835151998730569 -4.3 2.3 -2.4
2005-07-03 0.976946 0.968606 0.835151998730569 -4.8 1.9 -5
2005-07-04 0.9814 0.968421 0.835151998730569 -4.6 0.700001 -5.2
2005-07-05 0.974748 0.97305 0.835151998730569 -3.3 2.4 -0.9
2005-07-06 0.979801 0.975396 0.835151998730569 -5.3 2.6 0.2
2005-07-07 0.981207 0.969281 0.835151998730569 -3.4 2 0.0999994
2005-07-08 0.981958 0.979158 0.835151998730569 -3.7 -0.2 -1.8
2005-07-09 0.985067 0.969096 0.835151998730569 -5.3 -1.6 -2.3
2005-07-10 0.986523 0.97545 0.835151998730569 -6 -1.2 -3.2
2005-07-11 0.970388 0.982485 0.835151998730569 -6.6 -2.3 -3.5
2005-07-12 0.963073 0.967758 0.835151998730569 -5.6 -0.700001 -1.3
2005-07-13 0.971695 0.975179 0.835151998730569 -4.8 0.299999 -1.1
2005-07-14 0.972721 0.95917 0.835151998730569 -3.9 1.2 -0.6
2005-07-15 0.959002 0.967275 0.835151998730569 -4.6 1 0.2
2005-07-16 0.969998 0.968958 0.835151998730569 -3.6 2.5 -1.3
2005-07-17 0.972581 0.967219 0.835151998730569 -4.8 1.1 -1.8
2005-07-18 0.968826 0.963405 0.835151998730569 -1.2 5.2 0.9
2005-07-19 0.975888 0.976453 0.835151998730569 -1.6 6.2 -1.2
2005-07-20 0.974923 0.976889 0.835151998730569 -2 5.3 -1.2
2005-07-21 0.698839 0.626271 0.835151998730569 0.1 1.3 1.1
2005-07-22 0.978309 0.967133 0.835151998730569 -2.2 5.2 -4.6
2005-07-23 0.983196 0.985385 0.835151998730569 -4.6 3.6 -3.6
2005-07-24 0.979168 0.98294 0.835151998730569 -4.3 -0.799999 -4.4
2005-07-25 0.974346 0.97671 0.835151998730569 -4.3 1.4 -6
2005-07-26 0.974398 0.976275 0.835151998730569 -4 0.5 -2.7
2005-07-27 0.973601 0.965054 0.835151998730569 -2.3 3 -3.1
2005-07-28 0.960708 0.947934 0.835151998730569 -2.3 5.1 -3.3
2005-07-29 0.979012 0.929705 0.835151998730569 -3.4 2.5 0.400001
2005-07-30 0.976794 0.983564 0.835151998730569 -3.8 2.7 -1.2
2005-07-31 0.977802 0.977862 0.835151998730569 -4.5 2.8 -2.8
2003-07-01 0.968647 0.940413 0.832103998735202 -4 2.4 -9.6
2003-07-02 0.914424 0.884669 0.832103998735202 -3.4 4.3 -7.2
2003-07-03 0.935128 0.847854 0.832103998735202 -3.6 6 -5.2
2003-07-04 0.912657 0.86286 0.832103998735202 -3.6 5.2 -7.7
2003-07-05 0.895523 0.86438 0.832103998735202 -4.1 3.1 -7.8
2003-07-06 0.925237 0.859582 0.832103998735202 -3 4.9 -7.6
2003-07-07 0.946276 0.88769 0.832103998735202 -6 4.8 -7.5
2003-07-08 0.935295 0.864732 0.832103998735202 -1.8 4.2 -9.1
2003-07-10 0.94076 0.888297 0.832103998735202 -4.4 4.8 -6.6
2003-07-11 0.985946 0.933178 0.832103998735202 -3.6 5.7 -6.1
2003-07-14 0.966627 0.953254 0.832103998735202 -2.8 0.8 -10.3
2003-07-15 0.980951 0.951324 0.832103998735202 -3.3 2.2 -8.4
2003-07-16 0.979585 0.943552 0.832103998735202 -2.7 5.1 -8.5
2003-07-17 0.974198 0.960558 0.832103998735202 -2.5 4.6 -7.4
2003-07-21 0.973104 0.948533 0.832103998735202 -0.400002 1.4 -5.2
2003-07-22 0.883255 0.965989 0.832103998735202 -2.3 3.4 -4.3
2003-07-25 0.933573 0.940934 0.832103998735202 -2.7 4.9 -7
2003-07-26 0.971589 0.997731 0.832103998735202 -2.4 3.9 -6.7
2003-07-27 0.976075 0.968851 0.832103998735202 -1.6 5.3 -6.5
2003-07-28 0.924797 0.98615 0.832103998735202 -4.7 6.1 -5.8
2003-07-29 0.976089 0.967037 0.832103998735202 -2.7 5.2 -5.8
2003-07-30 0.918977 0.584303 0.832103998735202 0.0999985 3.2 -3
2004-07-02 0.888568 0.957182 0.832103998735202 -4.8 2 -4.1
2004-07-03 0.920631 0.948196 0.832103998735202 -3.8 4.4 -5.3
2004-07-04 0.977604 0.943752 0.832103998735202 -3 5.5 -6.5
2004-07-05 0.980533 0.971994 0.832103998735202 -2.4 4.3 -6.9
2004-07-06 0.95468 0.951183 0.832103998735202 -1.5 4.3 -4.8
2004-07-07 0.966889 0.977023 0.832103998735202 -1 4.1 -4
2004-07-08 0.982463 0.968346 0.832103998735202 -2 3.1 -4.2
2004-07-09 0.976726 0.925358 0.832103998735202 -2.2 4.9 -2.6
2004-07-10 0.981343 0.965259 0.832103998735202 -3 2 -6
2004-07-11 0.980865 0.950044 0.832103998735202 0.4 2.9 -9.1
2004-07-12 0.974769 0.965221 0.832103998735202 -2.1 6.2 -8.3
2004-07-13 0.979705 0.957781 0.832103998735202 -0.700001 5.9 -10.6
2004-07-14 0.981058 0.945368 0.832103998735202 -2.1 6.9 -8.2
2004-07-15 0.989286 0.965375 0.832103998735202 -4.2 6.6 -9.3
2004-07-16 0.90337 0.933336 0.832103998735202 -2.2 5.9 -10.3
2004-07-17 0.962049 0.928615 0.832103998735202 -3.4 6.6 -9
2004-07-18 0.98202 0.988656 0.832103998735202 -4.5 3 -7.4
2004-07-19 0.967787 0.991322 0.832103998735202 -4.7 2.5 -5.9
2004-07-20 0.976024 0.960439 0.832103998735202 -2.7 2.3 -4.4
2004-07-21 0.975256 0.935272 0.832103998735202 -2.5 4.4 -6.3
2004-07-22 0.973085 0.955352 0.832103998735202 -3 4.8 -6.3
2004-07-23 0.980764 0.974404 0.832103998735202 -1.2 6.6 -7.3
2004-07-24 0.974745 0.947029 0.832103998735202 -0.300003 4.8 -9.2
2004-07-25 0.979373 0.948913 0.832103998735202 -1.3 6.4 -11.2
2004-07-26 0.968754 0.966394 0.832103998735202 -3 6.1 -11.6
2004-07-27 0.973266 0.965002 0.832103998735202 -2.6 3.9 -10.4
2004-07-28 0.968524 0.972347 0.832103998735202 -1 5 -9.6
2004-07-29 0.973032 0.955733 0.832103998735202 -0.300001 3.5 -10.1
2004-07-30 0.976979 0.933858 0.832103998735202 -3 4.4 -7.9
2004-07-31 0.978978 0.919113 0.832103998735202 -1.3 4.1 -6.1
2005-07-01 0.990503 0.958619 0.832103998735202 -4.8 3.4 -2.1
2005-07-02 0.981921 0.9567 0.832103998735202 -4.5 4.7 -3.9
2005-07-03 0.976946 0.956724 0.832103998735202 -3.2 5.1 -6
2005-07-04 0.9814 0.946121 0.832103998735202 -4.5 2 -5.9
2005-07-05 0.974748 0.962309 0.832103998735202 -5.6 2.4 -3.4
2005-07-06 0.979801 0.955195 0.832103998735202 -5.4 3.2 -1.5
2005-07-08 0.981958 0.966565 0.832103998735202 -4.3 1.6 -3
2005-07-09 0.985067 0.971935 0.832103998735202 -5.4 -0.9 -3.1
2005-07-10 0.986523 0.947784 0.832103998735202 -3.4 0.900001 -4.3
2005-07-11 0.970388 0.954426 0.832103998735202 -3.5 -0.2 -4.4
2005-07-12 0.963073 0.947363 0.832103998735202 -4.1 1.5 -2.5
2005-07-13 0.971695 0.950208 0.832103998735202 -3 2.6 -3.5
2005-07-14 0.972721 0.950572 0.832103998735202 -2.1 5.4 -2.7
2005-07-15 0.959002 0.943249 0.832103998735202 -3.4 3 -2.6
2005-07-16 0.969998 0.946651 0.832103998735202 -1.4 5.1 -3.6
2005-07-17 0.972581 0.957858 0.832103998735202 -3.1 3.2 -4.7
2005-07-18 0.968826 0.945846 0.832103998735202 -1.6 5.6 -2
2005-07-19 0.975888 0.962416 0.832103998735202 -2.8 6.9 -3
2005-07-20 0.974923 0.979711 0.832103998735202 -1.1 7.2 -2.7
2005-07-21 0.698839 0.587258 0.832103998735202 -0.900002 2.3 -1.9
2005-07-22 0.978309 0.972381 0.832103998735202 -0.900002 9 -5.8
2005-07-23 0.983196 0.982213 0.832103998735202 -2.7 4.9 -3.8
2005-07-24 0.979168 0.969985 0.832103998735202 -4.9 1.7 -5.2
2005-07-25 0.974346 0.976344 0.832103998735202 -1.8 4.2 -7.1
2005-07-26 0.974398 0.95497 0.832103998735202 -3.4 2.7 -4
2005-07-27 0.973601 0.951556 0.832103998735202 -1.9 7 -5.3
2005-07-28 0.960708 0.947572 0.832103998735202 -2 8 -5.7
2005-07-29 0.979012 0.953343 0.832103998735202 -4.5 3.6 -1.9
2005-07-30 0.976794 0.972188 0.832103998735202 -4.8 3.7 -2.4
2005-07-31 0.977802 0.966664 0.832103998735202 -4.9 5.4 -3.7
2003-07-01 0.968647 0.907363 0.830579998737518 -4.3 -0.2 -7.8
2003-07-02 0.914424 0.865708 0.830579998737518 -2.9 -1.7 -3.3
2003-07-03 0.935128 0.862387 0.830579998737518 -4.3 2.1 -1.2
2003-07-04 0.912657 0.848328 0.830579998737518 -4.4 4 -5.7
2003-07-05 0.895523 0.86052 0.830579998737518 -3.9 2 -5.5
2003-07-06 0.925237 0.880509 0.830579998737518 -3 2.8 -4.9
2003-07-07 0.946276 0.913352 0.830579998737518 -3.7 2.3 -5.8
2003-07-08 0.935295 0.9305 0.830579998737518 -2.9 3 -6.7
2003-07-10 0.94076 0.903734 0.830579998737518 -3.6 0.299999 -4.5
2003-07-11 0.985946 0.926184 0.830579998737518 -4.2 1.9 -3.5
2003-07-14 0.966627 0.961633 0.830579998737518 -3.7 1.2 -7.2
2003-07-16 0.979585 0.96996 0.830579998737518 -3.1 2.4 -6.2
2003-07-17 0.974198 0.957031 0.830579998737518 -3.2 3.4 -4.4
2003-07-21 0.973104 0.955796 0.830579998737518 -4.2 -1.3 -2.1
2003-07-22 0.883255 0.960678 0.830579998737518 -3.1 2.2 -1.5
2003-07-24 0.900913 0.844802 0.830579998737518 -3.7 1 -4.4
2003-07-25 0.933573 0.989428 0.830579998737518 -3 1.4 -4.2
2003-07-26 0.971589 0.986783 0.830579998737518 -2.9 1.7 -3.9
2003-07-27 0.976075 0.969751 0.830579998737518 -7.1 5.4 -3.3
2003-07-28 0.924797 0.956403 0.830579998737518 -4.7 4.2 -2.6
2003-07-29 0.976089 0.975504 0.830579998737518 -4.9 5.1 -2.9
2003-07-30 0.918977 0.795827 0.830579998737518 -1 3.4 -0.5
2004-07-01 0.928816 0.957214 0.830579998737518 -3.5 1.7 -1.7
2004-07-03 0.920631 0.971463 0.830579998737518 -3.3 2.6 -3.7
2004-07-04 0.977604 0.988161 0.830579998737518 -3.4 4.4 -3.9
2004-07-05 0.980533 0.968015 0.830579998737518 -3.9 0.799999 -4.7
2004-07-06 0.95468 0.961396 0.830579998737518 -3.5 1.8 -2.3
2004-07-07 0.966889 0.969055 0.830579998737518 -1.9 2.3 -1.3
2004-07-08 0.982463 0.960574 0.830579998737518 -2.2 4.4 -2.1
2004-07-09 0.976726 0.967278 0.830579998737518 -2 1.4 -0.3
2004-07-10 0.981343 0.970522 0.830579998737518 -3.1 1.7 -3
2004-07-11 0.980865 0.967117 0.830579998737518 -3.1 2 -3.4
2004-07-12 0.974769 0.969628 0.830579998737518 -3.2 4.3 -5.5
2004-07-13 0.979705 0.966911 0.830579998737518 -1.3 2 -7.3
2004-07-14 0.981058 0.975317 0.830579998737518 -2.1 4.1 -6.1
2004-07-15 0.989286 0.971476 0.830579998737518 -3 3.5 -5.4
2004-07-16 0.90337 0.888207 0.830579998737518 -1.4 4.2 -7.6
2004-07-17 0.962049 0.946102 0.830579998737518 -2.5 2.6 -6.4
2004-07-18 0.98202 0.969264 0.830579998737518 -4.5 1.4 -3.8
2004-07-19 0.967787 0.903115 0.830579998737518 -4.5 -0.0999985 -2.2
2004-07-20 0.976024 0.967038 0.830579998737518 -4.8 -0.900002 -0.6
2004-07-21 0.975256 0.963383 0.830579998737518 -3.2 3.7 -2.6
2004-07-22 0.973085 0.966721 0.830579998737518 -4.4 3.5 -3.2
2004-07-23 0.980764 0.972578 0.830579998737518 -2 4.6 -4.9
2004-07-24 0.974745 0.964161 0.830579998737518 -1 3.8 -6.4
2004-07-25 0.979373 0.974993 0.830579998737518 -1.6 6.5 -7.9
2004-07-26 0.968754 0.953875 0.830579998737518 -4 5.1 -6.8
2004-07-27 0.973266 0.964106 0.830579998737518 -3.5 3.7 -7.5
2004-07-28 0.968524 0.947451 0.830579998737518 -1.1 5.1 -6.7
2004-07-29 0.973032 0.964949 0.830579998737518 -0.4 3.1 -7.2
2004-07-30 0.976979 0.965798 0.830579998737518 -3.7 2.7 -5.2
2004-07-31 0.978978 0.959289 0.830579998737518 -2.1 4.2 -3.6
2005-07-01 0.990503 0.970262 0.830579998737518 -4.7 -1.2 -3.1
2005-07-02 0.981921 0.988325 0.830579998737518 -5.2 0.799999 -3.6
2005-07-03 0.976946 0.971784 0.830579998737518 -4.8 1.2 -6.3
2005-07-04 0.9814 0.974853 0.830579998737518 -5.5 -0.199999 -5.7
2005-07-05 0.974748 0.969275 0.830579998737518 -4.8 -0.5 -3.4
2005-07-06 0.979801 0.981525 0.830579998737518 -6.2 1.4 -1.6
2005-07-07 0.981207 0.984194 0.830579998737518 -3.9 0.200001 -2.4
2005-07-08 0.981958 0.968719 0.830579998737518 -3.8 -0.6 -2.6
2005-07-09 0.985067 0.946228 0.830579998737518 -4.9 -1.9 -2.9
2005-07-10 0.986523 0.96174 0.830579998737518 -4.5 -0.9 -4
2005-07-11 0.970388 0.961591 0.830579998737518 -5 -0.9 -2.9
2005-07-12 0.963073 0.965051 0.830579998737518 -4.6 1 -1.8
2005-07-13 0.971695 0.976398 0.830579998737518 -5.3 1.3 -3.3
2005-07-14 0.972721 0.970155 0.830579998737518 -4 2.1 -2.4
2005-07-15 0.959002 0.962189 0.830579998737518 -4 1.9 -3.1
2005-07-16 0.969998 0.967485 0.830579998737518 -3.9 3.4 -3.6
2005-07-17 0.972581 0.977559 0.830579998737518 -5.7 2.5 -4.1
2005-07-18 0.968826 0.977703 0.830579998737518 -2.2 3.2 -1.8
2005-07-19 0.975888 0.964071 0.830579998737518 -1.3 4.1 -2.9
2005-07-20 0.974923 0.966325 0.830579998737518 -3.5 5.2 -2.7
2005-07-21 0.698839 0.638244 0.830579998737518 -1 -0.200001 -2
2005-07-22 0.978309 0.967445 0.830579998737518 -1.9 4.2 -6.4
2005-07-23 0.983196 0.966414 0.830579998737518 -4.4 5.5 -4.1
2005-07-24 0.979168 0.984116 0.830579998737518 -3.6 2.2 -6.9
2005-07-25 0.974346 0.967819 0.830579998737518 -4.6 4.9 -7.7
2005-07-26 0.974398 0.958585 0.830579998737518 -3.5 2.3 -4.1
2005-07-27 0.973601 0.984066 0.830579998737518 -2.5 2.6 -6.1
2005-07-29 0.979012 0.962709 0.830579998737518 -3.4 -0.4 -1.9
2005-07-30 0.976794 0.979407 0.830579998737518 -3.6 2.7 -2.7
2005-07-31 0.977802 0.967476 0.830579998737518 -3.2 2.3 -5.1
2003-07-01 0.968647 0.882046 0.829055998739835 -4.2 0.2 -6.4
2003-07-02 0.914424 0.86613 0.829055998739835 -3.3 2.4 -3.5
2003-07-03 0.935128 0.851834 0.829055998739835 -3.2 4.6 -0.9
2003-07-04 0.912657 0.834481 0.829055998739835 -5 5.5 -3
2003-07-05 0.895523 0.834774 0.829055998739835 -2.8 2.7 -4.7
2003-07-06 0.925237 0.862019 0.829055998739835 -1.2 4.5 -4.3
2003-07-07 0.946276 0.888686 0.829055998739835 -2.7 4.4 -3.9
2003-07-08 0.935295 0.914144 0.829055998739835 -3.2 5.3 -5
2003-07-10 0.94076 0.902938 0.829055998739835 -3.6 4.2 -2.8
2003-07-11 0.985946 0.95012 0.829055998739835 -3.5 4.4 -2.8
2003-07-14 0.966627 0.956729 0.829055998739835 -3.8 0.6 -5.9
2003-07-15 0.980951 0.98017 0.829055998739835 -3.3 2.1 -4.5
2003-07-16 0.979585 0.972163 0.829055998739835 -3.5 4 -4.7
2003-07-17 0.974198 0.977216 0.829055998739835 -3.7 5.3 -2.3
2003-07-21 0.973104 0.98013 0.829055998739835 -3.5 1.7 -0.200001
2003-07-22 0.883255 0.971738 0.829055998739835 -3.2 4.7 1
2003-07-24 0.900913 0.92208 0.829055998739835 -2.8 4.3 -1.8
2003-07-25 0.933573 0.891828 0.829055998739835 -1 4.4 -2.5
2003-07-26 0.971589 0.995263 0.829055998739835 -2.8 3.9 -1.8
2003-07-27 0.976075 0.97027 0.829055998739835 -3.3 6.3 -1.8
2003-07-28 0.924797 0.981699 0.829055998739835 -3.6 5.7 -1
2003-07-29 0.976089 0.96647 0.829055998739835 -0.299999 7.9 0
2003-07-30 0.918977 0.44192 0.829055998739835 1.4 2.8 2
2004-07-01 0.928816 0.960988 0.829055998739835 -2.4 2.6 0
2004-07-02 0.888568 0.954704 0.829055998739835 -4.2 2.9 0.400001
2004-07-03 0.920631 0.96863 0.829055998739835 -2.7 4.4 -1.4
2004-07-04 0.977604 0.983253 0.829055998739835 -2.7 6.1 -2.4
2004-07-05 0.980533 0.970676 0.829055998739835 -2.2 5.1 -2.2
2004-07-06 0.95468 0.977623 0.829055998739835 0 4.5 0.4
