d_date k k delta_z delta_max_at delta_min_at delta_dewp
2004-07-19 0.977657 0.981697 0.333451199493154 0.9 -0.799999 -3.9
2004-07-20 0.972466 0.984066 0.333451199493154 0.6 -0.300001 -2
2004-07-21 0.980087 0.981895 0.333451199493154 0.9 -0.6 -0.5
2004-07-22 0.969159 0.938582 0.333451199493154 0.9 -2.8 0.599999
2004-07-23 0.94289 0.810196 0.333451199493154 1.7 -2 2
2004-07-24 0.972021 0.956765 0.333451199493154 1.1 -2.6 1.1
2004-07-25 0.970578 0.978754 0.333451199493154 0.5 -0.0999994 -0.0999994
2004-07-26 0.980649 0.906485 0.333451199493154 1.2 -2 -0.2
2004-07-27 0.981106 0.958568 0.333451199493154 2.9 -3.7 0.2
2004-07-28 0.923602 0.91668 0.333451199493154 2.6 -1.3 1.1
2004-07-29 0.983093 0.952214 0.333451199493154 0.9 -3 0.5
2004-07-30 0.963932 0.747067 0.333451199493154 3.6 -1.9 1.9
2004-07-31 0.966665 0.919852 0.333451199493154 3.6 -2.7 1.1
2005-07-02 0.945565 0.893493 0.333451199493154 3.5 -1.5 0.8
2005-07-03 0.924981 0.763207 0.333451199493154 5.3 -0.8 0.7
2005-07-04 0.94237 0.86067 0.333451199493154 2.1 -2.2 -0.0999994
2005-07-05 0.960137 0.902019 0.333451199493154 0.700001 -2.5 -0.7
2005-07-06 0.980872 0.916734 0.333451199493154 2.8 -2.2 0.4
2005-07-07 0.970189 0.906137 0.333451199493154 2.7 -3.4 0.3
2005-07-08 0.970633 0.862542 0.333451199493154 3.9 -2.3 0.7
2005-07-09 0.938789 0.829616 0.333451199493154 2.8 -0.400001 0.700001
2005-07-10 0.915469 0.814079 0.333451199493154 3.6 -1.2 0.7
2005-07-11 0.97043 0.90316 0.333451199493154 5.3 -1.4 1
2005-07-12 0.961994 0.625109 0.333451199493154 7 -0.200001 1.1
2005-07-13 0.958559 0.945605 0.333451199493154 2.1 -2.2 0.200001
2005-07-14 0.723335 0.850507 0.333451199493154 2.9 1.6 -0.1
2005-07-15 0.80433 0.745752 0.333451199493154 6.7 -0.6 1.5
2005-07-16 0.949113 0.764501 0.333451199493154 6 -1.1 1.2
2005-07-17 0.965818 0.863684 0.333451199493154 1.9 0.4 1
2005-07-18 0.979131 0.8322 0.333451199493154 4.7 0.2 1.3
2005-07-19 0.967907 0.914882 0.333451199493154 7.8 1.6 1.9
2005-07-20 0.89309 0.839847 0.333451199493154 3.4 2 -0.300001
2005-07-21 0.969755 0.997043 0.333451199493154 0.300003 0.9 0.4
2005-07-22 0.990362 0.990303 0.333451199493154 0.5 1.6 -0.200001
2005-07-23 0.929578 0.91458 0.333451199493154 7.3 0.900002 0.9
2005-07-24 0.924794 0.947419 0.333451199493154 4.8 0.200001 0.799999
2005-07-25 0.972588 0.976752 0.333451199493154 -0.6 0.300001 1.5
2005-07-26 0.978819 0.977334 0.333451199493154 3.6 0.700001 0.4
2005-07-27 0.980849 0.928639 0.333451199493154 0.5 -1.1 0.4
2005-07-28 0.973254 0.986429 0.333451199493154 -0.5 -0.700001 -2.1
2005-07-29 0.977302 0.98303 0.333451199493154 0.1 0.6 0.599999
2005-07-30 0.979787 0.975391 0.333451199493154 0.4 1.4 0.4
2005-07-31 0.982892 0.975461 0.333451199493154 2.1 1 0.799999
2003-07-01 0.991405 0.990448 0.312419999525122 -0.599998 -2.1 -2.3
2003-07-02 0.953545 0.949514 0.312419999525122 -1.2 1 -2.3
2003-07-03 0.924483 0.921716 0.312419999525122 -1.3 -2.3 -1
2003-07-04 0.916245 0.89175 0.312419999525122 -1.3 -2.6 -2.3
2003-07-05 0.936247 0.923935 0.312419999525122 -1.4 1.7 -2.6
2003-07-06 0.92767 0.893778 0.312419999525122 -0.800001 -4.1 -1.9
2003-07-07 0.876105 0.854172 0.312419999525122 -1.4 -2.2 -0.4
2003-07-08 0.961165 0.890648 0.312419999525122 -0.200001 -4.3 -0.4
2003-07-10 0.938738 0.926111 0.312419999525122 -0.400002 -1.4 -0.5
2003-07-11 0.911702 0.862806 0.312419999525122 -0.799999 -2.6 -1.6
2003-07-14 0.956247 0.930301 0.312419999525122 -0.899998 0.6 -2.7
2003-07-15 0.965109 0.951012 0.312419999525122 -0.200001 -3.4 -1.3
2003-07-16 0.924564 0.778769 0.312419999525122 2.3 1.2 -1.9
2003-07-17 0.631542 0.722135 0.312419999525122 0.5 -2.9 -0.299999
2003-07-21 0.94205 0.966998 0.312419999525122 -0.899998 -0.700001 -2.7
2003-07-22 0.513775 0.559145 0.312419999525122 -0.5 -1.9 -0.699999
2003-07-23 0.975672 0.969144 0.312419999525122 -0.299999 -1.3 -0.300001
2003-07-24 0.953586 0.91815 0.312419999525122 -0.6 -2.9 -0.1
2003-07-25 0.963805 0.930115 0.312419999525122 -0.800001 -2.8 -0.4
2003-07-26 0.962714 0.967479 0.312419999525122 0.1 -1.5 -0.5
2003-07-27 0.972042 0.978089 0.312419999525122 -0.300001 -1.5 0
2003-07-28 0.768629 0.827393 0.312419999525122 -0.700001 -0.400002 -0.5
2003-07-29 0.774965 0.698572 0.312419999525122 -1.9 -0.6 0.699999
2003-07-30 0.535292 0.506717 0.312419999525122 -1.5 -1.7 0.199999
2003-07-31 0.977494 0.983311 0.312419999525122 -0.4 -1.9 -0.199999
2004-07-01 0.963695 0.938651 0.312419999525122 -0.1 -2.3 -0.8
2004-07-02 0.988636 0.9891 0.312419999525122 0 -1.4 -0.9
2004-07-03 0.698608 0.688463 0.312419999525122 -1.2 -2.3 -0.3
2004-07-04 0.916689 0.808221 0.312419999525122 -1 -2 -0.3
2004-07-05 0.933621 0.928762 0.312419999525122 -0.4 -1.8 -0.2
2004-07-06 0.858241 0.86664 0.312419999525122 -1.2 -2.6 -0.299999
2004-07-07 0.798285 0.679922 0.312419999525122 0.4 -2 -0.299999
2004-07-08 0.782139 0.663771 0.312419999525122 1.2 -0.8 -0.2
2004-07-09 0.985132 0.971996 0.312419999525122 0 -1.6 -0.6
2004-07-10 0.963563 0.983595 0.312419999525122 -0.5 0.2 -1.2
2004-07-11 0.968826 0.978658 0.312419999525122 0.400002 -0.900001 -1.6
2004-07-12 0.957758 0.96816 0.312419999525122 0.200001 -1.9 -1.9
2004-07-13 0.964013 0.97673 0.312419999525122 -1.3 2.9 -3.6
2004-07-14 0.972688 0.97738 0.312419999525122 -1.2 -4.4 -3
2004-07-15 0.686099 0.782343 0.312419999525122 -2.1 0.1 -3.4
2004-07-16 0.905112 0.88919 0.312419999525122 -1.4 -3.1 -1.3
2004-07-17 0.970384 0.972827 0.312419999525122 -0.899998 0.0999985 -4.3
2004-07-18 0.97172 0.974345 0.312419999525122 -0.599998 -3.4 -1.1
2004-07-19 0.973183 0.982544 0.312419999525122 -0.800003 -3.6 -1.4
2004-07-20 0.969312 0.982466 0.312419999525122 -0.699997 0.9 -2.1
2004-07-21 0.966359 0.969181 0.312419999525122 -0.100002 -2.2 -1.3
2004-07-22 0.968096 0.963975 0.312419999525122 0.400002 0.499999 -1.6
2004-07-23 0.969251 0.956736 0.312419999525122 -0.1 -2.7 -0.400001
2004-07-24 0.959383 0.949565 0.312419999525122 0.699999 -0.900001 -0.5
2004-07-25 0.968148 0.96103 0.312419999525122 0.5 -0.6 -1.6
2004-07-26 0.972045 0.966698 0.312419999525122 0.599998 0.700001 -3
2004-07-27 0.965554 0.962371 0.312419999525122 0.200001 -1.4 -1.6
2004-07-28 0.959826 0.936372 0.312419999525122 -0.5 -3.1 -1
2004-07-29 0.983487 0.963336 0.312419999525122 -0.4 -1.4 -1.2
2004-07-30 0.958454 0.954603 0.312419999525122 -0.6 -0.9 -0.3
2004-07-31 0.972377 0.918615 0.312419999525122 -0.699999 -0.9 -0.7
2005-07-01 0.95214 0.898692 0.312419999525122 -0.199999 -1.1 -0.6
2005-07-02 0.973055 0.951072 0.312419999525122 0 -2.9 -0.5
2005-07-03 0.952483 0.907413 0.312419999525122 -0.299999 -1.6 -0.1
2005-07-04 0.968779 0.93552 0.312419999525122 -0.799999 -0.9 -1.2
2005-07-05 0.950551 0.930879 0.312419999525122 0 -1.5 0
2005-07-06 0.982065 0.964591 0.312419999525122 0.299999 -0.4 -1.4
2005-07-07 0.975755 0.955205 0.312419999525122 0 -2.7 -1.4
2005-07-08 0.964589 0.97229 0.312419999525122 0.1 -1.7 -0.4
2005-07-09 0.961603 0.940039 0.312419999525122 -0.299999 -3.3 -0.3
2005-07-10 0.926136 0.907487 0.312419999525122 0.200001 -3.1 -0.1
2005-07-11 0.963621 0.96218 0.312419999525122 0.4 -1.4 -0.299999
2005-07-12 0.946596 0.950255 0.312419999525122 1.3 -0.6 -0.299999
2005-07-13 0.973441 0.959356 0.312419999525122 0.700001 2.2 -2
2005-07-14 0.835277 0.74134 0.312419999525122 0.899998 -2 -1.5
2005-07-15 0.88649 0.907435 0.312419999525122 0.4 -0.699999 -0.199999
2005-07-16 0.97027 0.898289 0.312419999525122 0.1 1.1 -0.599999
2005-07-17 0.986997 0.9708 0.312419999525122 0.200001 0.300001 0.1
2005-07-18 0.973785 0.968275 0.312419999525122 0.599998 1.6 0.4
2005-07-19 0.939147 0.973001 0.312419999525122 2.7 -1.4 -0.5
2005-07-20 0.846073 0.900288 0.312419999525122 -0.900002 1.7 -1
2005-07-21 0.967469 0.98912 0.312419999525122 -0.600002 -3.2 -0.9
2005-07-22 0.985114 0.995184 0.312419999525122 -1 -3.1 -0.9
2005-07-23 0.653201 0.90679 0.312419999525122 -0.899998 -0.9 -0.6
2005-07-24 0.805637 0.918406 0.312419999525122 -1.6 -3.8 -0.299999
2005-07-25 0.973872 0.967848 0.312419999525122 -0.700001 -0.5 -0.1
2005-07-26 0.982359 0.973496 0.312419999525122 -1.1 -0.9 -0.1
2005-07-27 0.983834 0.971541 0.312419999525122 -0.399998 -0.9 -1
2005-07-28 0.98801 0.973554 0.312419999525122 0 -2.5 -0.4
2005-07-29 0.980142 0.980127 0.312419999525122 -0.1 -1.7 -0.700001
2005-07-30 0.973408 0.971109 0.312419999525122 -0.200001 2 -1.2
2005-07-31 0.985073 0.979551 0.312419999525122 -0.0999985 -1.4 -0.599999
2003-07-01 0.991405 0.982351 0.271271999587667 0.900002 -0.4 -4.1
2003-07-02 0.953545 0.947623 0.271271999587667 0.4 2.4 -3.4
2003-07-03 0.924483 0.92142 0.271271999587667 -0.799999 -0.6 -3
2003-07-04 0.916245 0.912017 0.271271999587667 0.299999 -1.2 -4.5
2003-07-05 0.936247 0.935433 0.271271999587667 0 2.7 -4.9
2003-07-06 0.92767 0.906606 0.271271999587667 0.599998 -2.9 -3.7
2003-07-07 0.876105 0.875776 0.271271999587667 -0.300001 -1.7 -2.2
2003-07-08 0.961165 0.915239 0.271271999587667 0.5 -5.1 -2.5
2003-07-10 0.938738 0.932757 0.271271999587667 0.0999985 -1.2 -2.8
2003-07-11 0.911702 0.897585 0.271271999587667 0.299999 -2.1 -3.2
2003-07-14 0.956247 0.963887 0.271271999587667 0.5 2 -4.7
2003-07-15 0.965109 0.957481 0.271271999587667 1 -2.4 -3.4
2003-07-16 0.924564 0.89891 0.271271999587667 3.7 2.3 -4.2
2003-07-17 0.631542 0.650437 0.271271999587667 0.5 -1.6 -2.4
2003-07-21 0.94205 0.858607 0.271271999587667 -0.299999 0.1 -4.6
2003-07-22 0.513775 0.500446 0.271271999587667 0.700001 -0.900002 -2.3
2003-07-23 0.975672 0.986323 0.271271999587667 1.1 -0.900002 -2.1
2003-07-24 0.953586 0.937152 0.271271999587667 0.200001 -1.8 -1.8
2003-07-25 0.963805 0.931376 0.271271999587667 0 -2.5 -2.3
2003-07-26 0.962714 0.967244 0.271271999587667 0.300001 -1.3 -2.6
2003-07-27 0.972042 0.984619 0.271271999587667 0.1 -1 -1.9
2003-07-28 0.768629 0.893328 0.271271999587667 0.299999 0.4 -2.1
2003-07-29 0.774965 0.764804 0.271271999587667 -2.1 -0.1 -1.5
2003-07-30 0.535292 0.518522 0.271271999587667 -0.700001 -0.699999 -1.5
2003-07-31 0.977494 0.987781 0.271271999587667 0.200001 -1.1 -1.7
2004-07-01 0.963695 0.892451 0.271271999587667 0 -0.900001 -1.5
2004-07-02 0.988636 0.989802 0.271271999587667 0.1 -0.400001 -1.3
2004-07-03 0.698608 0.58831 0.271271999587667 -0.800001 -1.3 -0.9
2004-07-04 0.916689 0.839069 0.271271999587667 -0.300001 -2.2 -1
2004-07-05 0.933621 0.926372 0.271271999587667 0.4 -1 -0.8
2004-07-06 0.858241 0.86627 0.271271999587667 0.199999 -2 -1
2004-07-07 0.798285 0.743169 0.271271999587667 0.4 -1.2 -1
2004-07-08 0.782139 0.732554 0.271271999587667 -0.200001 -0.8 -0.900001
2004-07-09 0.985132 0.933431 0.271271999587667 0.1 -1.5 -1.3
2004-07-10 0.963563 0.971379 0.271271999587667 -0.199999 0.7 -1.3
2004-07-11 0.968826 0.979592 0.271271999587667 0.299999 0 -1.6
2004-07-12 0.957758 0.968371 0.271271999587667 0.400002 -1.2 -2
2004-07-13 0.964013 0.976568 0.271271999587667 -0.599998 3.7 -4.8
2004-07-14 0.972688 0.979277 0.271271999587667 0.599998 -3 -5.8
2004-07-15 0.686099 0.760326 0.271271999587667 -0.299999 1.1 -5
2004-07-16 0.905112 0.905968 0.271271999587667 -0.300003 -1.9 -2.2
2004-07-17 0.970384 0.965229 0.271271999587667 0.100002 2.1 -4.3
2004-07-18 0.97172 0.982091 0.271271999587667 -0.0999985 -1.4 -2.1
2004-07-19 0.973183 0.967983 0.271271999587667 0.199997 -2.2 -2.8
2004-07-20 0.969312 0.96965 0.271271999587667 0 2.3 -3
2004-07-21 0.966359 0.961345 0.271271999587667 0.299999 -0.900001 -2
2004-07-22 0.968096 0.95342 0.271271999587667 0.400002 1.1 -2.2
2004-07-23 0.969251 0.938659 0.271271999587667 0.299999 -3.1 -1.4
2004-07-24 0.959383 0.950226 0.271271999587667 0.999998 -2 -1.4
2004-07-25 0.968148 0.962095 0.271271999587667 0.599998 0.2 -1.8
2004-07-26 0.972045 0.981332 0.271271999587667 0.799999 1.9 -3.6
